id;mode;from_country;from_country_key;to_country;to_country_key;points;year
19638;FINAL;Hungary;H;Sweden;S;2;1994
19639;FINAL;Estonia;EST;Sweden;S;2;1994
19640;FINAL;Malta;MAL;Sweden;S;3;1994
19641;FINAL;Austria;AUT;Sweden;S;5;1994
19642;FINAL;Lithuania;LIT;Sweden;S;5;1994
19643;FINAL;Germany;D;Sweden;S;5;1994
19644;FINAL;The Netherlands;NL;Sweden;S;6;1994
19645;FINAL;Switzerland;CH;Sweden;S;7;1994
19646;FINAL;Norway;N;Sweden;S;10;1994
19647;FINAL;Spain;E;Switzerland;CH;2;1994
19648;FINAL;France;F;Switzerland;CH;5;1994
19649;FINAL;Malta;MAL;Switzerland;CH;8;1994
19650;FINAL;Austria;AUT;The Netherlands;NL;4;1994
19651;FINAL;Ireland;IRL;United Kingdom;UK;1;1994
19652;FINAL;Austria;AUT;United Kingdom;UK;1;1994
19653;FINAL;Norway;N;United Kingdom;UK;2;1994
19654;FINAL;The Netherlands;NL;United Kingdom;UK;2;1994
19655;FINAL;Poland;PL;United Kingdom;UK;3;1994
19656;FINAL;Spain;E;United Kingdom;UK;3;1994
19657;FINAL;Hungary;H;United Kingdom;UK;3;1994
19658;FINAL;Slovakia;SLK;United Kingdom;UK;3;1994
19659;FINAL;Germany;D;United Kingdom;UK;4;1994
19660;FINAL;"Bosnia &amp; Herzegovina";BIH;United Kingdom;UK;4;1994
19661;FINAL;Estonia;EST;United Kingdom;UK;5;1994
19662;FINAL;Russia;RUS;United Kingdom;UK;5;1994
19663;FINAL;Cyprus;ZYP;United Kingdom;UK;5;1994
19664;FINAL;Croatia;CRO;United Kingdom;UK;6;1994
19665;FINAL;Portugal;POR;United Kingdom;UK;8;1994
19666;FINAL;Switzerland;CH;United Kingdom;UK;8;1994
19667;FINAL;Portugal;POR;Austria;AUT;2;1995
19668;FINAL;Israel;ISR;Austria;AUT;2;1995
19669;FINAL;Poland;PL;Austria;AUT;2;1995
19670;FINAL;Norway;N;Austria;AUT;3;1995
19671;FINAL;Hungary;H;Austria;AUT;4;1995
19672;FINAL;Sweden;S;Austria;AUT;4;1995
19673;FINAL;Turkey;TR;Austria;AUT;4;1995
19674;FINAL;United Kingdom;UK;Austria;AUT;5;1995
19675;FINAL;Spain;E;Austria;AUT;6;1995
19676;FINAL;Greece;GR;Austria;AUT;7;1995
19677;FINAL;France;F;Austria;AUT;8;1995
19678;FINAL;Belgium;B;Austria;AUT;10;1995
19679;FINAL;Denmark;DK;Austria;AUT;10;1995
19680;FINAL;Austria;AUT;Belgium;B;1;1995
19681;FINAL;Spain;E;Belgium;B;7;1995
19682;FINAL;Turkey;TR;"Bosnia &amp; Herzegovina";BIH;3;1995
19683;FINAL;Denmark;DK;"Bosnia &amp; Herzegovina";BIH;3;1995
19684;FINAL;Croatia;CRO;"Bosnia &amp; Herzegovina";BIH;8;1995
19685;FINAL;Ireland;IRL;Croatia;CRO;3;1995
19686;FINAL;Portugal;POR;Croatia;CRO;4;1995
19687;FINAL;Israel;ISR;Croatia;CRO;4;1995
19688;FINAL;Greece;GR;Croatia;CRO;5;1995
19689;FINAL;Cyprus;ZYP;Croatia;CRO;5;1995
19690;FINAL;Norway;N;Croatia;CRO;7;1995
19691;FINAL;Turkey;TR;Croatia;CRO;7;1995
19692;FINAL;Iceland;ISL;Croatia;CRO;10;1995
19693;FINAL;"Bosnia &amp; Herzegovina";BIH;Croatia;CRO;10;1995
19694;FINAL;Spain;E;Croatia;CRO;12;1995
19695;FINAL;Slovenia;SLO;Croatia;CRO;12;1995
19696;FINAL;Malta;MAL;Croatia;CRO;12;1995
19697;FINAL;Croatia;CRO;Cyprus;ZYP;1;1995
19698;FINAL;Poland;PL;Cyprus;ZYP;1;1995
19699;FINAL;Iceland;ISL;Cyprus;ZYP;2;1995
19700;FINAL;United Kingdom;UK;Cyprus;ZYP;3;1995
19701;FINAL;Germany;D;Cyprus;ZYP;3;1995
19702;FINAL;Slovenia;SLO;Cyprus;ZYP;4;1995
19703;FINAL;Malta;MAL;Cyprus;ZYP;4;1995
19704;FINAL;Russia;RUS;Cyprus;ZYP;4;1995
19705;FINAL;Norway;N;Cyprus;ZYP;5;1995
19706;FINAL;Spain;E;Cyprus;ZYP;5;1995
19707;FINAL;Denmark;DK;Cyprus;ZYP;5;1995
19708;FINAL;Israel;ISR;Cyprus;ZYP;6;1995
19709;FINAL;Greece;GR;Cyprus;ZYP;8;1995
19710;FINAL;Belgium;B;Cyprus;ZYP;8;1995
19711;FINAL;Sweden;S;Cyprus;ZYP;8;1995
19712;FINAL;Hungary;H;Cyprus;ZYP;12;1995
19713;FINAL;"Bosnia &amp; Herzegovina";BIH;Denmark;DK;3;1995
19714;FINAL;Belgium;B;Denmark;DK;3;1995
19715;FINAL;Poland;PL;Denmark;DK;3;1995
19716;FINAL;Hungary;H;Denmark;DK;3;1995
19717;FINAL;Turkey;TR;Denmark;DK;6;1995
19718;FINAL;Slovenia;SLO;Denmark;DK;6;1995
19719;FINAL;Portugal;POR;Denmark;DK;6;1995
19720;FINAL;Germany;D;Denmark;DK;7;1995
19721;FINAL;Ireland;IRL;Denmark;DK;7;1995
19722;FINAL;Iceland;ISL;Denmark;DK;7;1995
19723;FINAL;Austria;AUT;Denmark;DK;7;1995
19724;FINAL;Russia;RUS;Denmark;DK;10;1995
19725;FINAL;Norway;N;Denmark;DK;12;1995
19726;FINAL;Sweden;S;Denmark;DK;12;1995
19727;FINAL;United Kingdom;UK;France;F;1;1995
19728;FINAL;Turkey;TR;France;F;2;1995
19729;FINAL;Cyprus;ZYP;France;F;2;1995
19730;FINAL;Greece;GR;France;F;2;1995
19731;FINAL;Sweden;S;France;F;3;1995
19732;FINAL;Croatia;CRO;France;F;3;1995
19733;FINAL;Ireland;IRL;France;F;5;1995
19734;FINAL;Denmark;DK;France;F;6;1995
19735;FINAL;Belgium;B;France;F;6;1995
19736;FINAL;Norway;N;France;F;6;1995
19737;FINAL;Poland;PL;France;F;7;1995
19738;FINAL;Israel;ISR;France;F;7;1995
19739;FINAL;Slovenia;SLO;France;F;8;1995
19740;FINAL;Iceland;ISL;France;F;8;1995
19741;FINAL;Germany;D;France;F;8;1995
19742;FINAL;Hungary;H;France;F;10;1995
19743;FINAL;Austria;AUT;France;F;10;1995
19744;FINAL;Malta;MAL;Germany;D;1;1995
19745;FINAL;Slovenia;SLO;Greece;GR;2;1995
19746;FINAL;Belgium;B;Greece;GR;2;1995
19747;FINAL;Portugal;POR;Greece;GR;3;1995
19748;FINAL;France;F;Greece;GR;5;1995
19749;FINAL;Austria;AUT;Greece;GR;5;1995
19750;FINAL;Poland;PL;Greece;GR;6;1995
19751;FINAL;Croatia;CRO;Greece;GR;7;1995
19752;FINAL;Spain;E;Greece;GR;8;1995
19753;FINAL;Israel;ISR;Greece;GR;8;1995
19754;FINAL;Malta;MAL;Greece;GR;10;1995
19755;FINAL;Cyprus;ZYP;Greece;GR;12;1995
19756;FINAL;Spain;E;Hungary;H;1;1995
19757;FINAL;Russia;RUS;Hungary;H;2;1995
19758;FINAL;France;F;Iceland;ISL;2;1995
19759;FINAL;Norway;N;Iceland;ISL;2;1995
19760;FINAL;Russia;RUS;Iceland;ISL;3;1995
19761;FINAL;Austria;AUT;Iceland;ISL;4;1995
19762;FINAL;Ireland;IRL;Iceland;ISL;6;1995
19763;FINAL;Sweden;S;Iceland;ISL;6;1995
19764;FINAL;Denmark;DK;Iceland;ISL;8;1995
19765;FINAL;France;F;Ireland;IRL;1;1995
19766;FINAL;Norway;N;Ireland;IRL;1;1995
19767;FINAL;Germany;D;Ireland;IRL;1;1995
19768;FINAL;Denmark;DK;Ireland;IRL;1;1995
19769;FINAL;Spain;E;Ireland;IRL;3;1995
19770;FINAL;Iceland;ISL;Ireland;IRL;3;1995
19771;FINAL;Greece;GR;Ireland;IRL;4;1995
19772;FINAL;Turkey;TR;Ireland;IRL;5;1995
19773;FINAL;Russia;RUS;Ireland;IRL;5;1995
19774;FINAL;Slovenia;SLO;Ireland;IRL;5;1995
19775;FINAL;"Bosnia &amp; Herzegovina";BIH;Ireland;IRL;5;1995
19776;FINAL;Sweden;S;Ireland;IRL;10;1995
19777;FINAL;Sweden;S;Israel;ISR;2;1995
19778;FINAL;Croatia;CRO;Israel;ISR;4;1995
19779;FINAL;Belgium;B;Israel;ISR;4;1995
19780;FINAL;Malta;MAL;Israel;ISR;5;1995
19781;FINAL;Hungary;H;Israel;ISR;5;1995
19782;FINAL;Austria;AUT;Israel;ISR;6;1995
19783;FINAL;"Bosnia &amp; Herzegovina";BIH;Israel;ISR;7;1995
19784;FINAL;Cyprus;ZYP;Israel;ISR;8;1995
19785;FINAL;Russia;RUS;Israel;ISR;8;1995
19786;FINAL;Germany;D;Israel;ISR;10;1995
19787;FINAL;Slovenia;SLO;Israel;ISR;10;1995
19788;FINAL;United Kingdom;UK;Israel;ISR;12;1995
19789;FINAL;Sweden;S;Malta;MAL;1;1995
19790;FINAL;Germany;D;Malta;MAL;2;1995
19791;FINAL;Austria;AUT;Malta;MAL;2;1995
19792;FINAL;Denmark;DK;Malta;MAL;4;1995
19793;FINAL;Ireland;IRL;Malta;MAL;4;1995
19794;FINAL;Cyprus;ZYP;Malta;MAL;6;1995
19795;FINAL;France;F;Malta;MAL;6;1995
19796;FINAL;United Kingdom;UK;Malta;MAL;7;1995
19797;FINAL;Spain;E;Malta;MAL;10;1995
19798;FINAL;Turkey;TR;Malta;MAL;10;1995
19799;FINAL;"Bosnia &amp; Herzegovina";BIH;Malta;MAL;12;1995
19800;FINAL;Croatia;CRO;Malta;MAL;12;1995
19801;FINAL;"Bosnia &amp; Herzegovina";BIH;Norway;N;1;1995
19802;FINAL;Denmark;DK;Norway;N;2;1995
19803;FINAL;United Kingdom;UK;Norway;N;4;1995
19804;FINAL;Spain;E;Norway;N;4;1995
19805;FINAL;Germany;D;Norway;N;4;1995
19806;FINAL;Belgium;B;Norway;N;5;1995
19807;FINAL;Hungary;H;Norway;N;6;1995
19808;FINAL;Malta;MAL;Norway;N;6;1995
19809;FINAL;Slovenia;SLO;Norway;N;7;1995
19810;FINAL;Cyprus;ZYP;Norway;N;7;1995
19811;FINAL;Israel;ISR;Norway;N;10;1995
19812;FINAL;Ireland;IRL;Norway;N;10;1995
19813;FINAL;France;F;Norway;N;10;1995
19814;FINAL;Poland;PL;Norway;N;12;1995
19815;FINAL;Iceland;ISL;Norway;N;12;1995
19816;FINAL;Greece;GR;Norway;N;12;1995
19817;FINAL;Russia;RUS;Norway;N;12;1995
19818;FINAL;Portugal;POR;Norway;N;12;1995
19819;FINAL;Turkey;TR;Norway;N;12;1995
19820;FINAL;Hungary;H;Poland;PL;1;1995
19821;FINAL;Portugal;POR;Poland;PL;1;1995
19822;FINAL;Greece;GR;Poland;PL;3;1995
19823;FINAL;Norway;N;Poland;PL;4;1995
19824;FINAL;Iceland;ISL;Poland;PL;6;1995
19825;FINAL;Greece;GR;Portugal;POR;1;1995
19826;FINAL;France;F;Portugal;POR;4;1995
19827;FINAL;Cyprus;ZYP;Russia;RUS;1;1995
19828;FINAL;Croatia;CRO;Russia;RUS;6;1995
19829;FINAL;Norway;N;Russia;RUS;10;1995
19830;FINAL;Iceland;ISL;Slovenia;SLO;1;1995
19831;FINAL;Croatia;CRO;Slovenia;SLO;2;1995
19832;FINAL;Malta;MAL;Slovenia;SLO;2;1995
19833;FINAL;Austria;AUT;Slovenia;SLO;3;1995
19834;FINAL;Cyprus;ZYP;Slovenia;SLO;3;1995
19835;FINAL;Israel;ISR;Slovenia;SLO;3;1995
19836;FINAL;Poland;PL;Slovenia;SLO;4;1995
19837;FINAL;Portugal;POR;Slovenia;SLO;5;1995
19838;FINAL;Germany;D;Slovenia;SLO;5;1995
19839;FINAL;"Bosnia &amp; Herzegovina";BIH;Slovenia;SLO;6;1995
19840;FINAL;Sweden;S;Slovenia;SLO;7;1995
19841;FINAL;Russia;RUS;Slovenia;SLO;7;1995
19842;FINAL;Hungary;H;Slovenia;SLO;8;1995
19843;FINAL;Ireland;IRL;Slovenia;SLO;8;1995
19844;FINAL;United Kingdom;UK;Slovenia;SLO;10;1995
19845;FINAL;Greece;GR;Slovenia;SLO;10;1995
19846;FINAL;Hungary;H;Spain;E;2;1995
19847;FINAL;Ireland;IRL;Spain;E;2;1995
19848;FINAL;Iceland;ISL;Spain;E;5;1995
19849;FINAL;Germany;D;Spain;E;6;1995
19850;FINAL;Greece;GR;Spain;E;6;1995
19851;FINAL;Portugal;POR;Spain;E;7;1995
19852;FINAL;France;F;Spain;E;7;1995
19853;FINAL;Malta;MAL;Spain;E;8;1995
19854;FINAL;Poland;PL;Spain;E;8;1995
19855;FINAL;United Kingdom;UK;Spain;E;8;1995
19856;FINAL;Turkey;TR;Spain;E;8;1995
19857;FINAL;"Bosnia &amp; Herzegovina";BIH;Spain;E;8;1995
19858;FINAL;Croatia;CRO;Spain;E;10;1995
19859;FINAL;Cyprus;ZYP;Spain;E;10;1995
19860;FINAL;Israel;ISR;Spain;E;12;1995
19861;FINAL;Belgium;B;Spain;E;12;1995
19862;FINAL;Slovenia;SLO;Sweden;S;1;1995
19863;FINAL;Turkey;TR;Sweden;S;1;1995
19864;FINAL;"Bosnia &amp; Herzegovina";BIH;Sweden;S;2;1995
19865;FINAL;France;F;Sweden;S;3;1995
19866;FINAL;Malta;MAL;Sweden;S;3;1995
19867;FINAL;Iceland;ISL;Sweden;S;4;1995
19868;FINAL;Cyprus;ZYP;Sweden;S;4;1995
19869;FINAL;Russia;RUS;Sweden;S;6;1995
19870;FINAL;United Kingdom;UK;Sweden;S;6;1995
19871;FINAL;Norway;N;Sweden;S;8;1995
19872;FINAL;Austria;AUT;Sweden;S;8;1995
19873;FINAL;Portugal;POR;Sweden;S;8;1995
19874;FINAL;Poland;PL;Sweden;S;10;1995
19875;FINAL;Ireland;IRL;Sweden;S;12;1995
19876;FINAL;Germany;D;Sweden;S;12;1995
19877;FINAL;Denmark;DK;Sweden;S;12;1995
19878;FINAL;Belgium;B;Turkey;TR;1;1995
19879;FINAL;Israel;ISR;Turkey;TR;1;1995
19880;FINAL;United Kingdom;UK;Turkey;TR;2;1995
19881;FINAL;Spain;E;Turkey;TR;2;1995
19882;FINAL;Slovenia;SLO;Turkey;TR;3;1995
19883;FINAL;Croatia;CRO;Turkey;TR;5;1995
19884;FINAL;Malta;MAL;Turkey;TR;7;1995
19885;FINAL;Russia;RUS;United Kingdom;UK;1;1995
19886;FINAL;Ireland;IRL;United Kingdom;UK;1;1995
19887;FINAL;"Bosnia &amp; Herzegovina";BIH;United Kingdom;UK;4;1995
19888;FINAL;Israel;ISR;United Kingdom;UK;5;1995
19889;FINAL;Sweden;S;United Kingdom;UK;5;1995
19890;FINAL;Poland;PL;United Kingdom;UK;5;1995
19891;FINAL;Denmark;DK;United Kingdom;UK;7;1995
19892;FINAL;Hungary;H;United Kingdom;UK;7;1995
19893;FINAL;Belgium;B;United Kingdom;UK;7;1995
19894;FINAL;Portugal;POR;United Kingdom;UK;10;1995
19895;FINAL;Austria;AUT;United Kingdom;UK;12;1995
19896;FINAL;France;F;United Kingdom;UK;12;1995
19897;FINAL;Slovenia;SLO;Austria;AUT;1;1996
19898;FINAL;Greece;GR;Austria;AUT;2;1996
19899;FINAL;Slovakia;SLK;Austria;AUT;3;1996
19900;FINAL;Turkey;TR;Austria;AUT;4;1996
19901;FINAL;Portugal;POR;Austria;AUT;5;1996
19902;FINAL;"Bosnia &amp; Herzegovina";BIH;Austria;AUT;6;1996
19903;FINAL;Estonia;EST;Austria;AUT;7;1996
19904;FINAL;Ireland;IRL;Austria;AUT;8;1996
19905;FINAL;Poland;PL;Austria;AUT;8;1996
19906;FINAL;France;F;Austria;AUT;12;1996
19907;FINAL;Malta;MAL;Austria;AUT;12;1996
19908;FINAL;Estonia;EST;Belgium;B;1;1996
19909;FINAL;Croatia;CRO;Belgium;B;2;1996
19910;FINAL;The Netherlands;NL;Belgium;B;2;1996
19911;FINAL;United Kingdom;UK;Belgium;B;5;1996
19912;FINAL;Spain;E;Belgium;B;12;1996
19913;FINAL;Finland;SF;"Bosnia &amp; Herzegovina";BIH;1;1996
19914;FINAL;Croatia;CRO;"Bosnia &amp; Herzegovina";BIH;3;1996
19915;FINAL;Malta;MAL;"Bosnia &amp; Herzegovina";BIH;3;1996
19916;FINAL;Turkey;TR;"Bosnia &amp; Herzegovina";BIH;6;1996
19917;FINAL;Switzerland;CH;Croatia;CRO;1;1996
19918;FINAL;Greece;GR;Croatia;CRO;1;1996
19919;FINAL;Sweden;S;Croatia;CRO;1;1996
19920;FINAL;Poland;PL;Croatia;CRO;2;1996
19921;FINAL;Slovenia;SLO;Croatia;CRO;3;1996
19922;FINAL;United Kingdom;UK;Croatia;CRO;4;1996
19923;FINAL;Belgium;B;Croatia;CRO;4;1996
19924;FINAL;Iceland;ISL;Croatia;CRO;5;1996
19925;FINAL;Slovakia;SLK;Croatia;CRO;5;1996
19926;FINAL;Spain;E;Croatia;CRO;5;1996
19927;FINAL;The Netherlands;NL;Croatia;CRO;5;1996
19928;FINAL;Ireland;IRL;Croatia;CRO;6;1996
19929;FINAL;Estonia;EST;Croatia;CRO;6;1996
19930;FINAL;Norway;N;Croatia;CRO;7;1996
19931;FINAL;Malta;MAL;Croatia;CRO;7;1996
19932;FINAL;Turkey;TR;Croatia;CRO;8;1996
19933;FINAL;Cyprus;ZYP;Croatia;CRO;8;1996
19934;FINAL;"Bosnia &amp; Herzegovina";BIH;Croatia;CRO;10;1996
19935;FINAL;Portugal;POR;Croatia;CRO;10;1996
19936;FINAL;Ireland;IRL;Cyprus;ZYP;1;1996
19937;FINAL;Sweden;S;Cyprus;ZYP;2;1996
19938;FINAL;Austria;AUT;Cyprus;ZYP;2;1996
19939;FINAL;France;F;Cyprus;ZYP;2;1996
19940;FINAL;Malta;MAL;Cyprus;ZYP;2;1996
19941;FINAL;Portugal;POR;Cyprus;ZYP;3;1996
19942;FINAL;Switzerland;CH;Cyprus;ZYP;5;1996
19943;FINAL;Finland;SF;Cyprus;ZYP;6;1996
19944;FINAL;Spain;E;Cyprus;ZYP;7;1996
19945;FINAL;Croatia;CRO;Cyprus;ZYP;8;1996
19946;FINAL;Slovakia;SLK;Cyprus;ZYP;10;1996
19947;FINAL;Greece;GR;Cyprus;ZYP;12;1996
19948;FINAL;United Kingdom;UK;Cyprus;ZYP;12;1996
19949;FINAL;France;F;Estonia;EST;1;1996
19950;FINAL;Ireland;IRL;Estonia;EST;2;1996
19951;FINAL;The Netherlands;NL;Estonia;EST;3;1996
19952;FINAL;Spain;E;Estonia;EST;4;1996
19953;FINAL;Austria;AUT;Estonia;EST;5;1996
19954;FINAL;Cyprus;ZYP;Estonia;EST;7;1996
19955;FINAL;Norway;N;Estonia;EST;8;1996
19956;FINAL;Slovenia;SLO;Estonia;EST;8;1996
19957;FINAL;Poland;PL;Estonia;EST;10;1996
19958;FINAL;United Kingdom;UK;Estonia;EST;10;1996
19959;FINAL;Iceland;ISL;Estonia;EST;12;1996
19960;FINAL;Sweden;S;Estonia;EST;12;1996
19961;FINAL;Finland;SF;Estonia;EST;12;1996
19962;FINAL;Norway;N;Finland;SF;2;1996
19963;FINAL;Iceland;ISL;Finland;SF;7;1996
19964;FINAL;Portugal;POR;France;F;1;1996
19965;FINAL;United Kingdom;UK;France;F;1;1996
19966;FINAL;Finland;SF;France;F;2;1996
19967;FINAL;Estonia;EST;France;F;3;1996
19968;FINAL;Norway;N;France;F;4;1996
19969;FINAL;Belgium;B;France;F;7;1996
19970;FINAL;The Netherlands;NL;Greece;GR;1;1996
19971;FINAL;Poland;PL;Greece;GR;1;1996
19972;FINAL;Malta;MAL;Greece;GR;1;1996
19973;FINAL;Switzerland;CH;Greece;GR;2;1996
19974;FINAL;Sweden;S;Greece;GR;3;1996
19975;FINAL;Norway;N;Greece;GR;3;1996
19976;FINAL;United Kingdom;UK;Greece;GR;7;1996
19977;FINAL;Slovakia;SLK;Greece;GR;8;1996
19978;FINAL;Cyprus;ZYP;Greece;GR;10;1996
19979;FINAL;Slovakia;SLK;Iceland;ISL;1;1996
19980;FINAL;Greece;GR;Iceland;ISL;3;1996
19981;FINAL;Poland;PL;Iceland;ISL;3;1996
19982;FINAL;Spain;E;Iceland;ISL;3;1996
19983;FINAL;Norway;N;Iceland;ISL;5;1996
19984;FINAL;Slovenia;SLO;Iceland;ISL;6;1996
19985;FINAL;Austria;AUT;Iceland;ISL;6;1996
19986;FINAL;Portugal;POR;Iceland;ISL;6;1996
19987;FINAL;Estonia;EST;Iceland;ISL;8;1996
19988;FINAL;Ireland;IRL;Iceland;ISL;10;1996
19989;FINAL;Belgium;B;Ireland;IRL;3;1996
19990;FINAL;Malta;MAL;Ireland;IRL;4;1996
19991;FINAL;France;F;Ireland;IRL;6;1996
19992;FINAL;Cyprus;ZYP;Ireland;IRL;6;1996
19993;FINAL;Austria;AUT;Ireland;IRL;7;1996
19994;FINAL;Slovakia;SLK;Ireland;IRL;7;1996
19995;FINAL;Sweden;S;Ireland;IRL;7;1996
19996;FINAL;Portugal;POR;Ireland;IRL;8;1996
19997;FINAL;Greece;GR;Ireland;IRL;10;1996
19998;FINAL;Finland;SF;Ireland;IRL;10;1996
19999;FINAL;Norway;N;Ireland;IRL;10;1996
20000;FINAL;Slovenia;SLO;Ireland;IRL;12;1996
20001;FINAL;Poland;PL;Ireland;IRL;12;1996
20002;FINAL;Switzerland;CH;Ireland;IRL;12;1996
20003;FINAL;Estonia;EST;Ireland;IRL;12;1996
20004;FINAL;"Bosnia &amp; Herzegovina";BIH;Ireland;IRL;12;1996
20005;FINAL;Turkey;TR;Ireland;IRL;12;1996
20006;FINAL;The Netherlands;NL;Ireland;IRL;12;1996
20007;FINAL;Norway;N;Malta;MAL;1;1996
20008;FINAL;Slovenia;SLO;Malta;MAL;4;1996
20009;FINAL;Sweden;S;Malta;MAL;5;1996
20010;FINAL;Poland;PL;Malta;MAL;6;1996
20011;FINAL;Greece;GR;Malta;MAL;8;1996
20012;FINAL;Turkey;TR;Malta;MAL;10;1996
20013;FINAL;Spain;E;Malta;MAL;10;1996
20014;FINAL;Slovakia;SLK;Malta;MAL;12;1996
20015;FINAL;Croatia;CRO;Malta;MAL;12;1996
20016;FINAL;Turkey;TR;Norway;N;2;1996
20017;FINAL;Portugal;POR;Norway;N;2;1996
20018;FINAL;"Bosnia &amp; Herzegovina";BIH;Norway;N;3;1996
20019;FINAL;Cyprus;ZYP;Norway;N;3;1996
20020;FINAL;Poland;PL;Norway;N;4;1996
20021;FINAL;Croatia;CRO;Norway;N;5;1996
20022;FINAL;Estonia;EST;Norway;N;5;1996
20023;FINAL;France;F;Norway;N;7;1996
20024;FINAL;Ireland;IRL;Norway;N;7;1996
20025;FINAL;Finland;SF;Norway;N;7;1996
20026;FINAL;Switzerland;CH;Norway;N;7;1996
20027;FINAL;Iceland;ISL;Norway;N;8;1996
20028;FINAL;Belgium;B;Norway;N;8;1996
20029;FINAL;United Kingdom;UK;Norway;N;8;1996
20030;FINAL;Austria;AUT;Norway;N;8;1996
20031;FINAL;Sweden;S;Norway;N;10;1996
20032;FINAL;The Netherlands;NL;Norway;N;10;1996
20033;FINAL;Slovenia;SLO;Norway;N;10;1996
20034;FINAL;Slovakia;SLK;Poland;PL;2;1996
20035;FINAL;Austria;AUT;Poland;PL;4;1996
20036;FINAL;Cyprus;ZYP;Poland;PL;4;1996
20037;FINAL;Turkey;TR;Poland;PL;7;1996
20038;FINAL;"Bosnia &amp; Herzegovina";BIH;Poland;PL;7;1996
20039;FINAL;Greece;GR;Poland;PL;7;1996
20040;FINAL;Austria;AUT;Portugal;POR;1;1996
20041;FINAL;"Bosnia &amp; Herzegovina";BIH;Portugal;POR;1;1996
20042;FINAL;United Kingdom;UK;Portugal;POR;2;1996
20043;FINAL;Finland;SF;Portugal;POR;3;1996
20044;FINAL;Sweden;S;Portugal;POR;4;1996
20045;FINAL;Greece;GR;Portugal;POR;5;1996
20046;FINAL;France;F;Portugal;POR;5;1996
20047;FINAL;Turkey;TR;Portugal;POR;5;1996
20048;FINAL;Belgium;B;Portugal;POR;6;1996
20049;FINAL;The Netherlands;NL;Portugal;POR;6;1996
20050;FINAL;Switzerland;CH;Portugal;POR;10;1996
20051;FINAL;Iceland;ISL;Portugal;POR;10;1996
20052;FINAL;Croatia;CRO;Portugal;POR;10;1996
20053;FINAL;Norway;N;Portugal;POR;12;1996
20054;FINAL;Cyprus;ZYP;Portugal;POR;12;1996
20055;FINAL;Spain;E;Slovakia;SLK;2;1996
20056;FINAL;Greece;GR;Slovakia;SLK;4;1996
20057;FINAL;Poland;PL;Slovakia;SLK;5;1996
20058;FINAL;Malta;MAL;Slovakia;SLK;8;1996
20059;FINAL;Spain;E;Slovenia;SLO;1;1996
20060;FINAL;Iceland;ISL;Slovenia;SLO;1;1996
20061;FINAL;Croatia;CRO;Slovenia;SLO;6;1996
20062;FINAL;"Bosnia &amp; Herzegovina";BIH;Slovenia;SLO;8;1996
20063;FINAL;Cyprus;ZYP;Spain;E;2;1996
20064;FINAL;Croatia;CRO;Spain;E;4;1996
20065;FINAL;Malta;MAL;Spain;E;5;1996
20066;FINAL;Greece;GR;Spain;E;6;1996
20067;FINAL;France;F;Sweden;S;3;1996
20068;FINAL;"Bosnia &amp; Herzegovina";BIH;Sweden;S;4;1996
20069;FINAL;Slovakia;SLK;Sweden;S;4;1996
20070;FINAL;Portugal;POR;Sweden;S;4;1996
20071;FINAL;Norway;N;Sweden;S;6;1996
20072;FINAL;Iceland;ISL;Sweden;S;6;1996
20073;FINAL;Slovenia;SLO;Sweden;S;7;1996
20074;FINAL;Switzerland;CH;Sweden;S;8;1996
20075;FINAL;The Netherlands;NL;Sweden;S;8;1996
20076;FINAL;Finland;SF;Sweden;S;8;1996
20077;FINAL;Estonia;EST;Sweden;S;10;1996
20078;FINAL;Austria;AUT;Sweden;S;10;1996
20079;FINAL;Belgium;B;Sweden;S;10;1996
20080;FINAL;Ireland;IRL;Sweden;S;12;1996
20081;FINAL;Belgium;B;Switzerland;CH;2;1996
20082;FINAL;Slovenia;SLO;Switzerland;CH;2;1996
20083;FINAL;Iceland;ISL;Switzerland;CH;3;1996
20084;FINAL;United Kingdom;UK;Switzerland;CH;3;1996
20085;FINAL;The Netherlands;NL;Switzerland;CH;4;1996
20086;FINAL;Finland;SF;Switzerland;CH;4;1996
20087;FINAL;Ireland;IRL;Switzerland;CH;4;1996
20088;FINAL;Belgium;B;The Netherlands;NL;1;1996
20089;FINAL;Turkey;TR;The Netherlands;NL;1;1996
20090;FINAL;Iceland;ISL;The Netherlands;NL;2;1996
20091;FINAL;"Bosnia &amp; Herzegovina";BIH;The Netherlands;NL;2;1996
20092;FINAL;Switzerland;CH;The Netherlands;NL;3;1996
20093;FINAL;Estonia;EST;The Netherlands;NL;4;1996
20094;FINAL;Cyprus;ZYP;The Netherlands;NL;5;1996
20095;FINAL;Ireland;IRL;The Netherlands;NL;5;1996
20096;FINAL;Slovenia;SLO;The Netherlands;NL;5;1996
20097;FINAL;Spain;E;The Netherlands;NL;6;1996
20098;FINAL;Portugal;POR;The Netherlands;NL;7;1996
20099;FINAL;Poland;PL;The Netherlands;NL;7;1996
20100;FINAL;Sweden;S;The Netherlands;NL;8;1996
20101;FINAL;France;F;The Netherlands;NL;10;1996
20102;FINAL;Austria;AUT;The Netherlands;NL;12;1996
20103;FINAL;Croatia;CRO;Turkey;TR;1;1996
20104;FINAL;France;F;Turkey;TR;4;1996
20105;FINAL;"Bosnia &amp; Herzegovina";BIH;Turkey;TR;5;1996
20106;FINAL;Belgium;B;Turkey;TR;5;1996
